inei_ccpp;inei_distrito;departamento;provincia;distrito;ccpp
1902070001;190207;PASCO;DANIEL ALCIDES CARRION;TAPUC;TAPUC
1903010001;190301;PASCO;OXAPAMPA;OXAPAMPA;OXAPAMPA
1903020001;190302;PASCO;OXAPAMPA;CHONTABAMBA;CHONTABAMBA
1903030001;190303;PASCO;OXAPAMPA;HUANCABAMBA;HUANCABAMBA
1903040001;190304;PASCO;OXAPAMPA;PALCAZU;ISCOZACIN
1903050001;190305;PASCO;OXAPAMPA;POZUZO;POZUZO
1903060001;190306;PASCO;OXAPAMPA;PUERTO BERMUDEZ;PUERTO BERMUDEZ
1903070001;190307;PASCO;OXAPAMPA;VILLA RICA;VILLA RICA
1903080001;190308;PASCO;OXAPAMPA;CONSTITUCION;CONSTITUCIÓN
2001010001;200101;PIURA;PIURA;PIURA;PIURA
2001040001;200104;PIURA;PIURA;CASTILLA;CASTILLA
2001050001;200105;PIURA;PIURA;CATACAOS;CATACAOS
2001070001;200107;PIURA;PIURA;CURA MORI;CUCUNGARA
2001080001;200108;PIURA;PIURA;EL TALLAN;SINCHAO
2001090001;200109;PIURA;PIURA;LA ARENA;LA ARENA
2001110001;200111;PIURA;PIURA;LAS LOMAS;LAS LOMAS
2001140001;200114;PIURA;PIURA;TAMBO GRANDE;TAMBO GRANDE
2001150001;200115;PIURA;PIURA;VEINTISEIS DE OCTUBRE;SAN MARTIN
2002010001;200201;PIURA;AYABACA;AYABACA;AYABACA
2002020001;200202;PIURA;AYABACA;FRIAS;FRIAS
2002030001;200203;PIURA;AYABACA;JILILI;JILILI
2002050001;200205;PIURA;AYABACA;MONTERO;MONTERO
2002060001;200206;PIURA;AYABACA;PACAIPAMPA;PACAIPAMPA
2002070001;200207;PIURA;AYABACA;PAIMAS;PAIMAS
2002080001;200208;PIURA;AYABACA;SAPILLICA;SAPILLICA
2002090001;200209;PIURA;AYABACA;SICCHEZ;SICCHEZ
2002100001;200210;PIURA;AYABACA;SUYO;SUYO
2003020001;200302;PIURA;HUANCABAMBA;CANCHAQUE;CANCHAQUE
2003030001;200303;PIURA;HUANCABAMBA;EL CARMEN DE LA FRONTERA;SAPALACHE
2003040001;200304;PIURA;HUANCABAMBA;HUARMACA;HUARMACA
2003050001;200305;PIURA;HUANCABAMBA;LALAQUIZ;TUNAL
2003060001;200306;PIURA;HUANCABAMBA;SAN MIGUEL DE EL FAIQUE;SAN MIGUEL DE EL FAIQUE
2003070001;200307;PIURA;HUANCABAMBA;SONDOR;SONDOR
2003080001;200308;PIURA;HUANCABAMBA;SONDORILLO;SONDORILLO
2004010001;200401;PIURA;MORROPON;CHULUCANAS;CHULUCANAS
2004020001;200402;PIURA;MORROPON;BUENOS AIRES;BUENOS AIRES
2004030001;200403;PIURA;MORROPON;CHALACO;CHALACO
2004040001;200404;PIURA;MORROPON;LA MATANZA;LA MATANZA
2004050001;200405;PIURA;MORROPON;MORROPON;MORROPON
2004060001;200406;PIURA;MORROPON;SALITRAL;SALITRAL
2004070001;200407;PIURA;MORROPON;SAN JUAN DE BIGOTE;BIGOTE
2004080001;200408;PIURA;MORROPON;SANTA CATALINA DE MOSSA;PALTASHACO
2004090001;200409;PIURA;MORROPON;SANTO DOMINGO;SANTO DOMINGO
2004100001;200410;PIURA;MORROPON;YAMANGO;YAMANGO
2005010001;200501;PIURA;PAITA;PAITA;PAITA
2005020001;200502;PIURA;PAITA;AMOTAPE;AMOTAPE
2005030001;200503;PIURA;PAITA;ARENAL;ARENAL
2005040001;200504;PIURA;PAITA;COLAN;SAN LUCAS (PUEBLO NUEVO DE COLAN)
2005050001;200505;PIURA;PAITA;LA HUACA;LA HUACA
2005060001;200506;PIURA;PAITA;TAMARINDO;TAMARINDO
2005070001;200507;PIURA;PAITA;VICHAYAL;SAN FELIPE DE VICHAYAL
2006010001;200601;PIURA;SULLANA;SULLANA;SULLANA
2006030001;200603;PIURA;SULLANA;IGNACIO ESCUDERO;SAN JACINTO
2006040001;200604;PIURA;SULLANA;LANCONES;LANCONES
2006050001;200605;PIURA;SULLANA;MARCAVELICA;MARCAVELICA
2006060001;200606;PIURA;SULLANA;MIGUEL CHECA;SOJO
2006070001;200607;PIURA;SULLANA;QUERECOTILLO;QUERECOTILLO
2007010001;200701;PIURA;TALARA;PARIÑAS;TALARA
2007020001;200702;PIURA;TALARA;EL ALTO;EL ALTO
2007030001;200703;PIURA;TALARA;LA BREA;NEGRITOS
2007040001;200704;PIURA;TALARA;LOBITOS;LOBITOS
2007050001;200705;PIURA;TALARA;LOS ORGANOS;LOS ORGANOS
2007060001;200706;PIURA;TALARA;MANCORA;MANCORA
2008010001;200801;PIURA;SECHURA;SECHURA;SECHURA
2008020001;200802;PIURA;SECHURA;BELLAVISTA DE LA UNION;BELLAVISTA
2008030001;200803;PIURA;SECHURA;BERNAL;BERNAL
2008040001;200804;PIURA;SECHURA;CRISTO NOS VALGA;SAN CRISTO
2008050001;200805;PIURA;SECHURA;VICE;VICE
2008060001;200806;PIURA;SECHURA;RINCONADA LLICUAR;DOS PUEBLOS
2101010001;210101;PUNO;PUNO;PUNO;PUNO
2101020001;210102;PUNO;PUNO;ACORA;ACORA
2101030001;210103;PUNO;PUNO;AMANTANI;AMANTANI
2101040001;210104;PUNO;PUNO;ATUNCOLLA;ATUNCOLLA
2101050001;210105;PUNO;PUNO;CAPACHICA;CAPACHICA
2101060001;210106;PUNO;PUNO;CHUCUITO;CHUCUITO
2101070001;210107;PUNO;PUNO;COATA;COATA
2101090001;210109;PUNO;PUNO;MAÑAZO;MAÑAZO
2101100001;210110;PUNO;PUNO;PAUCARCOLLA;PAUCARCOLLA
2101110001;210111;PUNO;PUNO;PICHACANI;LARAQUERI
2101120001;210112;PUNO;PUNO;PLATERIA;PLATERIA
2101140001;210114;PUNO;PUNO;TIQUILLACA;TIQUILLACA
2101150001;210115;PUNO;PUNO;VILQUE;VILQUE
2102020001;210202;PUNO;AZANGARO;ACHAYA;ACHAYA
2102030001;210203;PUNO;AZANGARO;ARAPA;ARAPA
2102040001;210204;PUNO;AZANGARO;ASILLO;ASILLO
2102050001;210205;PUNO;AZANGARO;CAMINACA;CAMINACA
2102060001;210206;PUNO;AZANGARO;CHUPA;CHUPA
2102070001;210207;PUNO;AZANGARO;JOSE DOMINGO CHOQUEHUANCA;ESTACION DE PUCARA
2102080001;210208;PUNO;AZANGARO;MUÑANI;MUÑANI
2102090001;210209;PUNO;AZANGARO;POTONI;POTONI
2102100001;210210;PUNO;AZANGARO;SAMAN;SAMAN
2102110001;210211;PUNO;AZANGARO;SAN ANTON;SAN ANTON
2102130001;210213;PUNO;AZANGARO;SAN JUAN DE SALINAS;SAN JUAN DE SALINAS
2102140001;210214;PUNO;AZANGARO;SANTIAGO DE PUPUJA;SANTIAGO DE PUPUJA
2102150001;210215;PUNO;AZANGARO;TIRAPATA;TIRAPATA
2103010001;210301;PUNO;CARABAYA;MACUSANI;MACUSANI
2103020001;210302;PUNO;CARABAYA;AJOYANI;AJOYANI
2103030001;210303;PUNO;CARABAYA;AYAPATA;AYAPATA
2103040001;210304;PUNO;CARABAYA;COASA;COASA
2103050001;210305;PUNO;CARABAYA;CORANI;CORANI
2103060001;210306;PUNO;CARABAYA;CRUCERO;CRUCERO
2103070001;210307;PUNO;CARABAYA;ITUATA;TAMBILLO
2103080001;210308;PUNO;CARABAYA;OLLACHEA;OLLACHEA
2103090001;210309;PUNO;CARABAYA;SAN GABAN;LANLACUNI BAJO
2103100001;210310;PUNO;CARABAYA;USICAYOS;USICAYOS
2104010001;210401;PUNO;CHUCUITO;JULI;JULI
2104020001;210402;PUNO;CHUCUITO;DESAGUADERO;DESAGUADERO
2104030001;210403;PUNO;CHUCUITO;HUACULLANI;HUACULLANI
2104040001;210404;PUNO;CHUCUITO;KELLUYO;KELLUYO
2104050001;210405;PUNO;CHUCUITO;PISACOMA;PISACOMA
2104060001;210406;PUNO;CHUCUITO;POMATA;POMATA
2104070001;210407;PUNO;CHUCUITO;ZEPITA;ZEPITA
2105010001;210501;PUNO;EL COLLAO;ILAVE;ILAVE
2105020001;210502;PUNO;EL COLLAO;CAPAZO;CAPAZO
2105030001;210503;PUNO;EL COLLAO;PILCUYO;PILCUYO
2105050001;210505;PUNO;EL COLLAO;CONDURIRI;CONDURIRI
2106010001;210601;PUNO;HUANCANE;HUANCANE;HUANCANE
2106020001;210602;PUNO;HUANCANE;COJATA;COJATA
2106030001;210603;PUNO;HUANCANE;HUATASANI;HUATASANI
2106040001;210604;PUNO;HUANCANE;INCHUPALLA;INCHUPALLA
2106050001;210605;PUNO;HUANCANE;PUSI;PUSI
2106060001;210606;PUNO;HUANCANE;ROSASPATA;ROSASPATA
2106070001;210607;PUNO;HUANCANE;TARACO;TARACO
2106080001;210608;PUNO;HUANCANE;VILQUE CHICO;VILQUE CHICO
2107020001;210702;PUNO;LAMPA;CABANILLA;CABANILLA
2107030001;210703;PUNO;LAMPA;CALAPUJA;CALAPUJA
2107040001;210704;PUNO;LAMPA;NICASIO;NICASIO
2107050001;210705;PUNO;LAMPA;OCUVIRI;OCUVIRI
2107070001;210707;PUNO;LAMPA;PARATIA;PARATIA
2107100001;210710;PUNO;LAMPA;VILAVILA;VILAVILA
2108020001;210802;PUNO;MELGAR;ANTAUTA;ANTAUTA
2108030001;210803;PUNO;MELGAR;CUPI;CUPI
2108040001;210804;PUNO;MELGAR;LLALLI;LLALLI
2108050001;210805;PUNO;MELGAR;MACARI;MACARI
2108060001;210806;PUNO;MELGAR;NUÑOA;NUÑOA
2108070001;210807;PUNO;MELGAR;ORURILLO;ORURILLO
2108090001;210809;PUNO;MELGAR;UMACHIRI;UMACHIRI
2109010001;210901;PUNO;MOHO;MOHO;MOHO
2109020001;210902;PUNO;MOHO;CONIMA;CONIMA
2109030001;210903;PUNO;MOHO;HUAYRAPATA;HUAYRAPATA
2109040001;210904;PUNO;MOHO;TILALI;TILALI
2110010001;211001;PUNO;SAN ANTONIO DE PUTINA;PUTINA;PUTINA
2110020001;211002;PUNO;SAN ANTONIO DE PUTINA;ANANEA;ANANEA
2110030001;211003;PUNO;SAN ANTONIO DE PUTINA;PEDRO VILCA APAZA;AYRAMPUNI
2110040001;211004;PUNO;SAN ANTONIO DE PUTINA;QUILCAPUNCU;QUILCAPUNCU
2110050001;211005;PUNO;SAN ANTONIO DE PUTINA;SINA;SINA
2111010001;211101;PUNO;SAN ROMAN;JULIACA;JULIACA
2111030001;211103;PUNO;SAN ROMAN;CABANILLAS;DEUSTUA
2111040001;211104;PUNO;SAN ROMAN;CARACOTO;CARACOTO
2112010001;211201;PUNO;SANDIA;SANDIA;SANDIA
2112020001;211202;PUNO;SANDIA;CUYOCUYO;CUYOCUYO
2112030001;211203;PUNO;SANDIA;LIMBANI;LIMBANI
2112040001;211204;PUNO;SANDIA;PATAMBUCO;PATAMBUCO
2112050001;211205;PUNO;SANDIA;PHARA;PHARA
2112060001;211206;PUNO;SANDIA;QUIACA;QUIACA
2112070001;211207;PUNO;SANDIA;SAN JUAN DEL ORO;SAN JUAN DEL ORO
2112080001;211208;PUNO;SANDIA;YANAHUAYA;YANAHUAYA
2112090001;211209;PUNO;SANDIA;ALTO INAMBARI;MASSIAPO
2112100001;211210;PUNO;SANDIA;SAN PEDRO DE PUTINA PUNCO;PUTINA PUNCO
2113010001;211301;PUNO;YUNGUYO;YUNGUYO;YUNGUYO
2113020001;211302;PUNO;YUNGUYO;ANAPIA;ANAPIA
2113030001;211303;PUNO;YUNGUYO;COPANI;COPANI
2113040001;211304;PUNO;YUNGUYO;CUTURAPI;SAN JUAN DE CUTURAPI
2113050001;211305;PUNO;YUNGUYO;OLLARAYA;SAN MIGUEL DE OLLARAYA
2113060001;211306;PUNO;YUNGUYO;TINICACHI;TINICACHI
2113070001;211307;PUNO;YUNGUYO;UNICACHI;MARCAJA
2201010001;220101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;MOYOBAMBA
2201020001;220102;SAN MARTIN;MOYOBAMBA;CALZADA;CALZADA
2201030001;220103;SAN MARTIN;MOYOBAMBA;HABANA;HABANA
2201040001;220104;SAN MARTIN;MOYOBAMBA;JEPELACIO;JEPELACIO
2201050001;220105;SAN MARTIN;MOYOBAMBA;SORITOR;SORITOR
2201060001;220106;SAN MARTIN;MOYOBAMBA;YANTALO;YANTALO
2202020001;220202;SAN MARTIN;BELLAVISTA;ALTO BIAVO;CUZCO
2202030001;220203;SAN MARTIN;BELLAVISTA;BAJO BIAVO;NUEVO LIMA
2202040001;220204;SAN MARTIN;BELLAVISTA;HUALLAGA;LEDOY
2203010001;220301;SAN MARTIN;EL DORADO;SAN JOSE DE SISA;SAN JOSE DE SISA
2203020001;220302;SAN MARTIN;EL DORADO;AGUA BLANCA;AGUA BLANCA
2203030001;220303;SAN MARTIN;EL DORADO;SAN MARTIN;SAN MARTIN
2203050001;220305;SAN MARTIN;EL DORADO;SHATOJA;SHATOJA
2204010001;220401;SAN MARTIN;HUALLAGA;SAPOSOA;SAPOSOA
2204020001;220402;SAN MARTIN;HUALLAGA;ALTO SAPOSOA;PASARRAYA
2204030001;220403;SAN MARTIN;HUALLAGA;EL ESLABON;EL ESLABON
2204040001;220404;SAN MARTIN;HUALLAGA;PISCOYACU;PISCOYACU
2204050001;220405;SAN MARTIN;HUALLAGA;SACANCHE;SACANCHE
2204060001;220406;SAN MARTIN;HUALLAGA;TINGO DE SAPOSOA;TINGO DE SAPOSOA
2205010001;220501;SAN MARTIN;LAMAS;LAMAS;LAMAS
2205020001;220502;SAN MARTIN;LAMAS;ALONSO DE ALVARADO;ROQUE
2205030001;220503;SAN MARTIN;LAMAS;BARRANQUITA;BARRANQUITA
2205040001;220504;SAN MARTIN;LAMAS;CAYNARACHI;PONGO DE CAYNARACHI
2205050001;220505;SAN MARTIN;LAMAS;CUÑUMBUQUI;CUÑUMBUQUI
2205060001;220506;SAN MARTIN;LAMAS;PINTO RECODO;PINTO RECODO
2205070001;220507;SAN MARTIN;LAMAS;RUMISAPA;RUMISAPA
2205080001;220508;SAN MARTIN;LAMAS;SAN ROQUE DE CUMBAZA;SAN ROQUE DE CUMBAZA
2205090001;220509;SAN MARTIN;LAMAS;SHANAO;SHANAO
2205100001;220510;SAN MARTIN;LAMAS;TABALOSOS;TABALOSOS
2205110001;220511;SAN MARTIN;LAMAS;ZAPATERO;ZAPATERO
2206010001;220601;SAN MARTIN;MARISCAL CACERES;JUANJUI;JUANJUI
2206020001;220602;SAN MARTIN;MARISCAL CACERES;CAMPANILLA;CAMPANILLA
2206030001;220603;SAN MARTIN;MARISCAL CACERES;HUICUNGO;HUICUNGO
2206040001;220604;SAN MARTIN;MARISCAL CACERES;PACHIZA;PACHIZA
2206050001;220605;SAN MARTIN;MARISCAL CACERES;PAJARILLO;PAJARILLO
2207010001;220701;SAN MARTIN;PICOTA;PICOTA;PICOTA
2207030001;220703;SAN MARTIN;PICOTA;CASPISAPA;CASPISAPA
2207040001;220704;SAN MARTIN;PICOTA;PILLUANA;PILLUANA
2207050001;220705;SAN MARTIN;PICOTA;PUCACACA;PUCACACA
2207070001;220707;SAN MARTIN;PICOTA;SAN HILARION;SAN CRISTOBAL DE SISA
2207080001;220708;SAN MARTIN;PICOTA;SHAMBOYACU;SHAMBOYACU
2207090001;220709;SAN MARTIN;PICOTA;TINGO DE PONASA;TINGO DE PONASA
2207100001;220710;SAN MARTIN;PICOTA;TRES UNIDOS;TRES UNIDOS
2208010001;220801;SAN MARTIN;RIOJA;RIOJA;RIOJA
2208020001;220802;SAN MARTIN;RIOJA;AWAJUN;BAJO NARANJILLO
2208030001;220803;SAN MARTIN;RIOJA;ELIAS SOPLIN VARGAS;SEGUNDA JERUSALEN-AZUNGUILLO
2208040001;220804;SAN MARTIN;RIOJA;NUEVA CAJAMARCA;NUEVA CAJAMARCA
2208050001;220805;SAN MARTIN;RIOJA;PARDO MIGUEL;NARANJOS
2208060001;220806;SAN MARTIN;RIOJA;POSIC;POSIC
2208070001;220807;SAN MARTIN;RIOJA;SAN FERNANDO;SAN FERNANDO
2208080001;220808;SAN MARTIN;RIOJA;YORONGOS;YORONGOS
2208090001;220809;SAN MARTIN;RIOJA;YURACYACU;YURACYACU
2209010001;220901;SAN MARTIN;SAN MARTIN;TARAPOTO;TARAPOTO
2209020001;220902;SAN MARTIN;SAN MARTIN;ALBERTO LEVEAU;UTCURARCA
2209030001;220903;SAN MARTIN;SAN MARTIN;CACATACHI;CACATACHI
2209040001;220904;SAN MARTIN;SAN MARTIN;CHAZUTA;CHAZUTA
2209050001;220905;SAN MARTIN;SAN MARTIN;CHIPURANA;NAVARRO
2209070001;220907;SAN MARTIN;SAN MARTIN;HUIMBAYOC;HUIMBAYOC
2209080001;220908;SAN MARTIN;SAN MARTIN;JUAN GUERRA;JUAN GUERRA
2209090001;220909;SAN MARTIN;SAN MARTIN;LA BANDA DE SHILCAYO;LA BANDA
2209100001;220910;SAN MARTIN;SAN MARTIN;MORALES;MORALES
2209110001;220911;SAN MARTIN;SAN MARTIN;PAPAPLAYA;PAPAPLAYA
2209130001;220913;SAN MARTIN;SAN MARTIN;SAUCE;SAUCE
2209140001;220914;SAN MARTIN;SAN MARTIN;SHAPAJA;SHAPAJA
2210010001;221001;SAN MARTIN;TOCACHE;TOCACHE;TOCACHE
2210020001;221002;SAN MARTIN;TOCACHE;NUEVO PROGRESO;NUEVO PROGRESO
2210030001;221003;SAN MARTIN;TOCACHE;POLVORA;POLVORA
2210040001;221004;SAN MARTIN;TOCACHE;SHUNTE;MONTE CRISTO
2210050001;221005;SAN MARTIN;TOCACHE;UCHIZA;UCHIZA
2301010001;230101;TACNA;TACNA;TACNA;TACNA
2301020001;230102;TACNA;TACNA;ALTO DE LA ALIANZA;LA ESPERANZA
2301030001;230103;TACNA;TACNA;CALANA;CALANA
2301040001;230104;TACNA;TACNA;CIUDAD NUEVA;CIUDAD NUEVA
2301050001;230105;TACNA;TACNA;INCLAN;SAMA GRANDE
2301060001;230106;TACNA;TACNA;PACHIA;PACHIA
2301080001;230108;TACNA;TACNA;POCOLLAY;POCOLLAY
2301090001;230109;TACNA;TACNA;SAMA;LAS YARAS
2301100001;230110;TACNA;TACNA;CORONEL GREGORIO ALBARRACIN LANCHIPA;ALFONSO UGARTE
2301110001;230111;TACNA;TACNA;LA YARADA LOS PALOS;LOS PALOS
2302010001;230201;TACNA;CANDARAVE;CANDARAVE;CANDARAVE
2302020001;230202;TACNA;CANDARAVE;CAIRANI;CAIRANI
2302030001;230203;TACNA;CANDARAVE;CAMILACA;ALTO CAMILACA
2302040001;230204;TACNA;CANDARAVE;CURIBAYA;CURIBAYA
2302050001;230205;TACNA;CANDARAVE;HUANUARA;HUANUARA
2302060001;230206;TACNA;CANDARAVE;QUILAHUANI;QUILAHUANI
2303010001;230301;TACNA;JORGE BASADRE;LOCUMBA;LOCUMBA
2303020001;230302;TACNA;JORGE BASADRE;ILABAYA;ILABAYA
2303030001;230303;TACNA;JORGE BASADRE;ITE;ITE
2304010001;230401;TACNA;TARATA;TARATA;TARATA
2304020001;230402;TACNA;TARATA;HEROES ALBARRACIN;CHUCATAMANI
2304030001;230403;TACNA;TARATA;ESTIQUE;ESTIQUE
2304040001;230404;TACNA;TARATA;ESTIQUE-PAMPA;ESTIQUE-PAMPA
2304050001;230405;TACNA;TARATA;SITAJARA;SITAJARA
2304060001;230406;TACNA;TARATA;SUSAPAYA;SUSAPAYA
2304070001;230407;TACNA;TARATA;TARUCACHI;TARUCACHI
2304080001;230408;TACNA;TARATA;TICACO;TICACO
2401010001;240101;TUMBES;TUMBES;TUMBES;TUMBES
2401020001;240102;TUMBES;TUMBES;CORRALES;SAN PEDRO DE LOS INCAS
2401030001;240103;TUMBES;TUMBES;LA CRUZ;CALETA CRUZ
2401040001;240104;TUMBES;TUMBES;PAMPAS DE HOSPITAL;PAMPAS DE HOSPITAL
2401050001;240105;TUMBES;TUMBES;SAN JACINTO;SAN JACINTO
2401060001;240106;TUMBES;TUMBES;SAN JUAN DE LA VIRGEN;SAN JUAN DE LA VIRGEN
2402010001;240201;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;ZORRITOS
2402020001;240202;TUMBES;CONTRALMIRANTE VILLAR;CASITAS;CAÑAVERAL
2402030001;240203;TUMBES;CONTRALMIRANTE VILLAR;CANOAS DE PUNTA SAL;CANCAS
2403010001;240301;TUMBES;ZARUMILLA;ZARUMILLA;ZARUMILLA
2403020001;240302;TUMBES;ZARUMILLA;AGUAS VERDES;AGUAS VERDES
2403030001;240303;TUMBES;ZARUMILLA;MATAPALO;MATAPALO
2403040001;240304;TUMBES;ZARUMILLA;PAPAYAL;PAPAYAL
2501010001;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;PUCALLPA
2501020001;250102;UCAYALI;CORONEL PORTILLO;CAMPOVERDE;CAMPO VERDE
2501030001;250103;UCAYALI;CORONEL PORTILLO;IPARIA;IPARIA
2501040001;250104;UCAYALI;CORONEL PORTILLO;MASISEA;MASISEA
2501050001;250105;UCAYALI;CORONEL PORTILLO;YARINACOCHA;PUERTO CALLAO
2501060001;250106;UCAYALI;CORONEL PORTILLO;NUEVA REQUENA;NUEVA REQUENA
2501070001;250107;UCAYALI;CORONEL PORTILLO;MANANTAY;SAN FERNANDO
2502010001;250201;UCAYALI;ATALAYA;RAIMONDI;ATALAYA
2502020001;250202;UCAYALI;ATALAYA;SEPAHUA;SEPAHUA
2502030001;250203;UCAYALI;ATALAYA;TAHUANIA;BOLOGNESI
2502040001;250204;UCAYALI;ATALAYA;YURUA;BREU
2503010001;250301;UCAYALI;PADRE ABAD;PADRE ABAD;AGUAYTIA
2503020001;250302;UCAYALI;PADRE ABAD;IRAZOLA;SAN ALEJANDRO
2503030001;250303;UCAYALI;PADRE ABAD;CURIMANA;CURIMANA
2503040001;250304;UCAYALI;PADRE ABAD;NESHUYA;MONTE ALEGRE
2503050001;250305;UCAYALI;PADRE ABAD;ALEXANDER VON HUMBOLDT;ALEXANDER VON HUMBOLDT
2504010001;250401;UCAYALI;PURUS;PURUS;ESPERANZA
